item_id,description,imageURLHighRes
B001QVAWRS,"[CLS] Sweet dreams await in this colorful bedding collection. Start with the bright pink 3-piece twin sheet set covered in fluffy white clouds. Next, layer on the comforter and sham, both of which are teeming in butterflies and rainbows! The perfect centerpiece for a bright, fun bedroom. 50% cotton; 50% polyester. 180 thread count. Flat Sheet: 66&quot; x 100&quot;. Fitted Sheet: 39&quot; x 79&quot; x 11 3/4&quot;. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41PnzB384IL.jpg
B004TI1O7C,"[CLS] For 30 years Iron Maiden, their music, and their artwork have been at the<br />forefront of the heavy metal and hard rock genre. NECA celebrates their<br />classic imagery with this 18 cm scale Eddie action figure and diorama based on<br />the classic album cover for 'Killers'. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51zLAghtSrL.jpg
0972428216,[CLS] A multiple award winner! This durable tin moneybox is a timeless gift that will inspire and teach children to save spend and share wisely for a lifetime. A great Allowance tool Moonjar moneyboxes were created as a tool for children and families to incorporate strong financial values and practices into their daily lives. Launched in 2001 Moonjar moneyboxes are used in homes and schools around the world.Features. Removable acrylic lids.. Family Guide and Passbook included.. Dimension - 5 x 5 x 5 [SEP],https://images-na.ssl-images-amazon.com/images/I/41wPU5%2BFVNL.jpg
B001VDU2YE,"[CLS] This is a superior tournament chess set that includes triple weighted, cream and black plastic chessmen boasting a 4 inch king. Each set of chess pieces is made of the best quality plastic and displays exquisite workmanship in the traditional Staunton design with a hefty collective weight of approximately 2 lbs. Pieces have felted bottoms and come packaged in heavy zip lock bags. Our green and white vinyl roll-up board with 2.25 inch squares includes algebraic notation for game analysis. This set meets the World Chess Federation's (FIDE) height, weight, and proportions standards for tournament play. Comes with a deluxe black canvas bag with over-the-shoulder handle and room left for a chess clock. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41tZB9GnlwL.jpg
B002SXTPX0,"[CLS] A Jumbo Rubber Duck for Big Fun! The jumbo rubber ducks are a great solution when you need more fun in the tub, or when you want a large size duck race or duck pond game. 10 long, 6 1/2 wide, and 8 tall. Made of rubber. Floats in the position in which the ducky lands. These rubber ducks are a great party favor or table centerpiece for baby showers, birthday parties and any ducky theme event. Or just throw some duckies in a tub or pool for instant fun. [SEP]",https://images-na.ssl-images-amazon.com/images/I/413JuqDQJxL.jpg
B00449JJBY,[CLS] The Original Big Wheel comes with a hand brake for spin outs just like you remember as a child. What fun!Features include: Hand Brake for Spinning Out.BIG 16 Open Front Wheel. 3 Position Adjustable Seat. Classic low-rider profile makes it safer than standard tricycles.Sturdy construction.Extra wide rear wheel base.Steel reinforced front fork.Angled handlebars for racing.Weight limit is 70 lbs.Adjustable seat grows with your child.Decals are not included.For ages 3 to 8 yrs. [SEP],https://images-na.ssl-images-amazon.com/images/I/51gZ6o3p-4L.jpg
B001IM9TUG,"[CLS] <b>5.5 Inches Set of 6 Traditional Semenov Matryoshka Wooden Russian Nesting Dolls</b><br>The fine details and beautiful artwork on the Classic Russian nesting dolls make them a treasure to anyone who receives them. These are traditional Russian nesting dolls, designed similar to the first nesting dolls created in the late 19th century in Russia. Like the originals, the Semenov nesting dolls are carved from a single piece of wood, broken down into pieces. It is then Hand Carved and hand painted. <br>These Hand Carved beauties are made of linden wood, gouache and lacquer, and are imported from Russian artisans. <br> <ul> <li>6 Pieces</li> <li>5.5 inches h Largest Doll</li> <li>Linden Wood, Lacquer</li> <li>hand Painted</li> <li>Made in Russia</li> </ul> <br>Manufacturing: The manufacturing of Russian nesting dolls is a very specific process. These dolls, made famous in the late 19th century, are still one of the most classic of all Russian art pieces, though they were meant to be toys. The production of them today is the same as it was years ago. Each of the dolls comes from the same block of wood. The artisan cuts the block of wood into two pieces. Then, the top and the bottom pieces of the wood are cut off. The process continues until there is just a small amount of wood left. The manufacturing of Russian nesting dolls then continues with the carving of each into an oval shape. After carving them out, the pieces come to life when painted flawlessly. <br>WARNING* Choking hazard * Not recommended for kids under 3 years due to small parts inside. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41QH1xn7oeL.jpg
B004XPIQ7C,[CLS] <b> Monster High Classroom Playset & Ghoulia Yelps Doll</b><br> [SEP],https://images-na.ssl-images-amazon.com/images/I/51kUz61yrcL.jpg
B004BDJ94A,"[CLS] Nickelodeon Fit is the first fitness video game designed specifically for children for the Wii. It's a game so big it has all your Nick Jr. favorites: Dora, Diego, Kai-lan and the Backyardigans. They're getting together to promote exercise fun, achievement tracking and parent and child collaboration. Includes Nick Fit Balance Board. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31BDm2VqflL.jpg
B00008URUQ,"[CLS] Carcassonne: Traders and Builders from Rio Grande Games is the second expansion set for the original Carcassonne Board Game. Take Carcassonne to new levels of excitement with this fun expansion pack. Traders can eanr players extra points and builders enable players to place extra tiles, allowing the cities and roads to grow faster. A pig, properly placed, can enrich the value of a farm. Also included is a small cloth bag for the tiles, making it easier to shuffle and draw them during the game. Traders and Builders is not a complete game and must be player with the original Carcassonne. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51ekles0g0L.jpg
B0009JK7CS,[CLS] Safari Ltd Wild Safari North American Wildlife Gray Wolf [SEP],https://images-na.ssl-images-amazon.com/images/I/41Yddb0tqCL.jpg
B0001DKIKI,"[CLS] High quality, wooden 48 height-adjustable wooden easel. Features chalkboard on one side, magnetic wipe-off board on the other. Molded tray holds cups, paints and brushes. Bin-tray holds chalks and other materials. Collapsible for storage. Includes 18 x 75' paper roll, sturdy paper cutter and 2 easel clips. [SEP]",https://images-na.ssl-images-amazon.com/images/I/512%2Br%2BImmGL.jpg
B000PGWXYK,[CLS] This innovative time-killer takes two great mental challenges and combines them together to create an entirely new brain teaser. Can you solve all 6 sides? Measures approximately 3 square. [SEP],https://images-na.ssl-images-amazon.com/images/I/51kgOpyLNgL.jpg
B001TR0742,[CLS] Baby Xylophone Musical Toy [SEP],https://images-na.ssl-images-amazon.com/images/I/412G5oQbCHL.jpg
B000REOEBK,"[CLS] A Diamond Select Release! An Art Asylum Design and Sculpt! Just in time for the new action figures comes the Star Trek: The Wrath of Khan U.S.S. Enterprise!  Measuring 16 inches long, this light-up plastic starship features new sound effects from the classic film and features an all-new paint scheme.  Sculpted and designed by Art Asylum, this legendary vessel is ready to leave dry-dock and explore your collection! [SEP]",https://images-na.ssl-images-amazon.com/images/I/51jhQbxBt2L.jpg
B002T2I3V0,"[CLS] Inflatable Neon Hammers. These colorful hammers will make fun carnival prizes or festive favors at a pool party! In a rainbow of playful colors, these big tools will delight kids of all ages! 13. Recommended for ages 3+. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41SkpchHvWL.jpg
B0045X6RQE,"[CLS] Its a beautiful day and Penny Guinea Pig can take twins Patty and Paden out for a stroll in the park with this double stroller. These Ready to Play Sets come with everything you need for imaginative pretend play. Calico Critters is a unique and adorable range of distinctive animal characters with charming and beautifully detailed homes, furniture and accessories. They live, work and play in an idyllic and wonderful place called Calico Village. These timeless, classic toys promote wholesome family values. These life-like, award-winning miniatures also inspire imagination and creativity. These adorable toys promote healthy cognitive development through pretend play. Acting out storylines will exercise narrative and critical thinking processes, while fine motor skills and dexterity improve as little ones manipulate the fun environments, critters and accessories. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61AIl38zYjL.jpg
B000BNB0VY,"[CLS] Insta-Snow powder is the first and original instant snow polymer that actually erupts. No stirring required. Just add water and watch it erupt into snow in seconds. Dont settle for imitation snow that results in a slushy mess, get the original artificial snow. Just a sprinkle of Insta-Snow powder in the provided petri dish mixed with just a splash of water produces an eruption of snow. Explore the properties of water-absorbent polymers. Easy science project for the budding scientist. Insta Snow also works great for creating winter scenes with your holiday houses. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51oPAztg2CL.jpg
B003YLRXMU,[CLS] LED Bubble Gun - Funny Play Set - Battery Operated - Background Design may vary [SEP],https://images-na.ssl-images-amazon.com/images/I/31Gj7QkLhBL.jpg
B0049Q4UY8,"[CLS] Stay true to the force with LED Futuristic Weapons with Motion Activated Sounds! Perfect for year-round theme parties and to train your little up-and-coming galaxy warriors. LED Futuristic Weapons are star bright sabers that do not flash or blink but remain lit and make spacey sound effects. The sleek, classic design makes LED Futuristic Weapons with Motion Activated Sounds our most realistic to date. To activate your LED Futuristic Weapons, press the top button on the handle to light up the LEDS. With each push, you can change the swords sabers' color. Pressing the bottom button will separately turn on the Motion Activated Sounds. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41BskCn34zL.jpg
B0009F4YRG,"[CLS] In Mad Gab, a hilarious and easy-to-learn game of words and phrases, it&#8217;s not what you say, it&#8217;s what you hear. Say the words &#8220;Ice Mail Ask Hunk&#8221; a few times and you may hear yourself saying &#8220;I smell a skunk.&#8221; Players work in teams and compete against the clock to solve the phrases and score points. The timer can be adjusted for beginning or expert play and cards also come in two levels of difficulty. For 2 to 12 players. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51IihjbkZJL.jpg
B004AGS5NY,[CLS] Panda Hat with Long Mittens Plushy Animal Cap [SEP],https://images-na.ssl-images-amazon.com/images/I/41WKncqZUxL.jpg
B000NX0IQK,"[CLS] Ideal Hot Potato Musical Potato-Passing Game is a wild, frantic, laugh out loud, electronic tater-tossing good time! Designed for 2-6 players, this musical game can be played by the whole family. Just squeeze the Hot Potato to start the music and let the fun begin. Pass the spud to the player next to you or even across the room. Toss the tater back and forth, up high, down low, around and around, but don't get caught holding the spud when the music stops! If you do, you have to take a potato chip card. Get 3 chip cards and you're out. The last player remaining without 3 chip cards is the winner! Includes an electronic plush potato stuffed with foam, 13 potato chip cards, 3 AG13/LR44 batteries and instructions. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61%2BiPu1oqaL.jpg
B0015R6UXI,"[CLS] Disaster strikes and Fire Station Prime springs into action! The Rescue Bots roll out ready for any rescue adventure that may come their way. The station&#x2019;s super-advanced computer allows Optimus Prime to command the Rescue Bots from the farthest reaches of the galaxy!   Fire Station Prime isn&#x2019;t just a fire station &#x2013; it&#x2019;s a robot in disguise! Change your Fire Station Prime to the Optimus Prime robot figure when the adventure needs a robot hero to take charge! Press the button for lights and sounds, including 12 different phrases like Let&#x2019;s roll out and save the day! Let your Cody Burns figure take the hero elevator to the top of the fire training tower and then slide down the fire pole. The firing water cannon is ready for any emergency, and the garage doors open! Stand your Heatwave The Fire-Bot vehicle on its end to reveal the hidden robot on the underside of the vehicle! Whether it&#x2019;s an ordinary fire or a secret mission, your Heatwave The Fire-Bot vehicle and Cody Burns figure have the 2-in-1 station they need! [SEP]",https://images-na.ssl-images-amazon.com/images/I/51kfGXLUD6L.jpg
B003JDCZJE,"[CLS] Alien, I'll Get Along! Woody and Buzz was Kangaetsuki the escape plan from the nursery. A large crane, garbage trucks. Let's escape the nursery soon to good use. Woody, Buzz Lightyear, Alien is included. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41oPQpNwmLL.jpg
B00027175S,"[CLS] Pacific Play Tents Under the Sea Cabana is the perfect take-along to the beach, park or backyard gathering. Ideal for nap time or protection from the elements! This tent is compack, lightweight and easy to assemble. The UV treated fabric will protect sensitive skin from the sun. It features durable, 190T polyester taffeta fabric with a waterproof floor, two mesh side-walls and a mesh roll-up door for ventilation and easy viewing for supervision. Includes carry bag. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61wSI6BgKkL.jpg
B001RHAF28,[CLS] Giant Dragon with LED-Fire and rider with extra-long lance. [SEP],https://images-na.ssl-images-amazon.com/images/I/41ajA7RyyqL.jpg
B00112EJEY,[CLS] Apples to Apples is the game of hilarious comparisons! [SEP],https://images-na.ssl-images-amazon.com/images/I/51dXJWa%2B8FL.jpg
B0029N2NLU,[CLS] Listen to the voices of eight favorite zoo animals when the puzzle pieces are correctly placed in the puzzle board! Each animal piece has a matching full-color picture beneath. Eye- and ear-catching puzzle enhances matching and listening skills. [SEP],https://images-na.ssl-images-amazon.com/images/I/51GDxnkwSxL.jpg
B00009IMAN,"[CLS] Pacific Play Tents Secret Castle Twin Bed Tent encourages your child's imagination at any time of the day. The easy to assemble lightweight frame supports the nylon shell that has a wide opening, Velcro closure T style door. This bed tent provides a secure play area during the day and a fun sleep experience at night.  A treat for any imaginative child. Fits a standard size twin bed.  Can be used on or off the bed.  Easy cleaning with a damp cloth and mild soap. Carry bag included. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51i88aVe0XL.jpg
B004P41QVE,[CLS] Cowboy & Indian Toy Figurines 144ct [SEP],https://images-na.ssl-images-amazon.com/images/I/51MC7IXBb1L.jpg
B0052PEUE0,"[CLS] From the School of the Undefeated of the East comes Master Asia's Master Gundam with his steed, Fuunsaiki. This 2 pack comes loaded with effects for Master Gundam including beam cloth, Sekihatenkyoken palm, different hands, open and closed cloaks, as well as a 1/144 Master Asia. Fuunsaiki is compattible with other HGFC kits. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51WQr5eKCNL.jpg
B004Q6VFXU,"[CLS] Spaz Stix<br /><br />Premium Paints<br />Performance Under Pressure<br />Ready-to-Spray<br />SZX00309<br />SILVER METALLIC BACKER BASECOAT AEROSOL 3.5oz.<br />The Silver Metallic Candy Backer is great for backing Hard Anodized Candy <br />Paints for that wow factor.<br />When choosing to use Spaz Stix Candy Paints on your project use the Silver <br />Metallic Candy Backer to ensure that the sparkle in your paint job shines <br />through!<br />Spaz Stix Metallic Silver Backer is used primarily in conjunction with our <br />Hard Anodized Candy Premium Paints.<br />Used as a backer this will give any candy, or color tone only paint, a <br />metallic finish yet keep the deep liquid look of the candy colors.<br />The fine metal flakes in our Metallic Silver reflect vibrant color and <br />brilliant contrasts of smooth, deep, liquid like reflections as the paint <br />moves in and out of direct sunlight.<br />The Metallic Silver Backer can also be used as one of the most amazing <br />Metallic Silver base colors.<br />DANGER!<br />EXTREMELY FLAMMABLE<br />CONTENTS UNDER PRESSURE<br />VAPORS HARMFUL<br />HARMFUL OR FATAL IF SWALLOWED<br />READ BACK PANEL BEFORE USE<br /><br />Save [SEP]",https://images-na.ssl-images-amazon.com/images/I/41qMh0urvUL.jpg
B00000IZOR,"[CLS] Ring! Ding! Little ones are answering the call for fun with the Fisher-Price Brilliant Basics Chatter Telephone! Its a classic roll-along pull-toy thats perfect for your little one. The Chatter Telephone features a friendly face and eyes that move up and down when the toy is pulled along, and exciting phone sounds to reward babys actions, too. <P> <table cellpadding=10 cellspacing=0 border=0 width=250 align=left> <tr><td align=center> <img src=https://images-na.ssl-images-amazon.com/images/G/01/toys/detail-page/2011/B00000IZOR-1.jpg alt=Chatter phone width=300,height=180></a><br><br><font size=1><b><em>Kids cant resist the friendly face with eyes that move up and down when they pull the toy along<br></em></b></font> </td></tr> <tr><td align=center><img src=https://images-na.ssl-images-amazon.com/images/G/01/toys/detail-page/2011/B00000IZOR-2.jpg alt=Baby with toy width=300,height=180></a><br><br><font size=1><b><em>A classic pull toy for toddlers who love to chatter<br></em></b></font> </td></tr> </table> <b>Ringing Up Playtime Smiles!</b> <br>Look whos talking, with the Fisher-Price Brilliant Basics Chatter Telephone! This adorable, classic pull toy has a friendly face and eyes that move as baby pulls it along on sturdy wheels, learning exciting role-play skills with their very own telephone. Itll get them chattingand strollinglike a pro! The Fisher-Price Chatter Phone features classic pull toy fun and a friendly face & eyes that move as baby pulls the phone along. Baby can sit & play or pull it along as she crawls or walks around. Exciting phone sounds reward babys actions. The Chatter Phone strengthens fine motor skills & eye-hand coordination.<P> <P><b>Dial into Learning!</b> <br>The Fisher-Price Brilliant Basics Chatter Telephone is equipped with a spinning dial, which baby can pick-up or hang-up, promoting fine motor skills and eye-hand coordination. The Brilliant Basics Chatter Telephone encourages baby to role play  just like shes using a real telephone! Dialing the phone and saying hello or goodbye encourages communication, as baby roles plays talking on a real telephone. The telephones moving eyes and realistic phone sounds encourage baby to walk and pull the phone along, developing gross motor, balance and coordination skills.<P> <P><b>Isnt it amazing?</b> <br>Watching their faces light up as they explore, discover, play  all those moments when children learn best. Thats why Fisher-Price builds learning into everything we make. With playful ways to engage curious minds, exercise little bodies, and nurture budding personalities. Because nothings more amazing than sharing the joy of learning with your child.<P> <b>What's In The Box?</b> <br>The Fisher-Price Brilliant Basics Chatter Telephone. <br clear=all> <table cellpadding=30 cellspacing=0 border=0 align=center> <tr> <td align=center> <img src=https://images-na.ssl-images-amazon.com/images/G/01/toys/detail-page/2011/B00000IZOR-3.jpg alt=Child and phone width=560,height=250></a><br><br><font size=1><b><em>Encourages child to role play</b></em></font> </td></tr> </table> <br clear=all> [SEP]",https://images-na.ssl-images-amazon.com/images/I/41-6GG6%2BOgL.jpg
B00508OOSG,"[CLS] Since 1891 we've been making the finest puzzles and it's our attention to detail which makes Ravensburger the world's greatest puzzle brand! We use an exclusively developed, extra-thick cardboard and combine this with our fine, linen-structured paper to create a glare-free puzzle image. Our cutting tools are designed and crafted by hand. This ensures that no two pieces are alike and guarantees a perfect interlocking fit. Experience the quality! Since 1891 we've been making the finest puzzles in Ravensburg, Germany. It's our attention to detail which makes Ravensburger the world's greatest puzzle brand! We use an exclusively developed, extra-thick cardboard and combine this with our fine, linen-structured paper to create a glare-free puzzle image for a quality you can feel. Our steel cutting tools are designed and crafted by hand. This ensures that no two pieces are alike and guarantees a perfect interlocking fit. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61N4-6cIBuL.jpg
B0007UNUN2,"[CLS] With this lasso accessory, you'll be a pro cowboy in no time! The white trick rope Velcros together to form a lasso. A leather tab at the opposite end helps your child master the art of spinning! With practice, your little cowboy or cowgirl will be a wild west roping legend. Kids will have fun spinning this rope and acting like a real cowboy.  Great accessory with the Cowboys & Cowgirls Cap pistols. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51UR7anlsLL.jpg
B001JQLJJ0,[CLS]  [SEP],https://images-na.ssl-images-amazon.com/images/I/41ymrfSrfTL.jpg
B000NWU9NI,"[CLS] Smart Cycle plugs right into your TV, ready to take kids on learning adventures like no other. As they pedal, favorite character friends guide them through learning discoveries, games and even exciting races. Other activities don't require pedaling at all. Includes Learning Adventure game cartridge with 3 ways to play: [SEP]",https://images-na.ssl-images-amazon.com/images/I/41LQ0zNH%2BtL.jpg
B0029NFSMQ,"[CLS] Each happy farm animal sounds off in its own voice when its animal puzzle piece is placed correctly in this eight-piece wooden peg puzzle! Your child will enjoy hearing all eight sounds and looking at the full-color, matching pictures under the pieces, while developing matching and listening skills with this captivating multisensory puzzle. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51s8QuRP5vL.jpg
B004UBJ7KE,"[CLS] Fill your glass, pull up a chair and enjoy hours of fun and entertainment piecing together the White Mountain Puzzles  Wine Country Jigsaw Puzzle. This fabulous 1000-piece puzzle features a wide array of bottled wine including Bordeaux, Chianti, Pinot Noir and Soave topped off with rich images of wine grapes, corks and more. When completed, make this wine puzzle a permanent piece of wall art in your bar, wine cellar or dining room. A great gift for wine collectors, wine lovers, and puzzle enthusiasts alike. Enjoy the beautiful work of artist Rosiland Solomon. Specializing in food and kitchenware design, Rosilands career as an illustrator spans more than two decades. Shes worked with clients as diverse as Disney, Scholastic, Random House, Carnation, among others. Art jigsaw puzzles are a fun and inexpensive way to enjoy beautiful works of art first hand. Jigsaw puzzles are also used to boost cognitive skills; develop hand-eye coordination, fine motor skills, problem solving, shape recognition, memory, and task completion. The White Mountain Puzzles  Wine Country includes 1000 unique interlocking pieces made of sturdy blue chipboard on recycled paper. Extra large sized pieces for easy handling. Completed puzzle dimensions: 24 x 30 inches. Every White Mountain Puzzle is proudly manufactured in America with a 100% customer satisfaction guarantee. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61LfHD958uL.jpg
B004VM55YY,[CLS] Set of six Koosh Balls in assorted colors. Size is about 3 inches. in contains latex [SEP],https://images-na.ssl-images-amazon.com/images/I/51fFbefz2-L.jpg
B001O2QW1Y,"[CLS] Item size in cm (L x W x H): 5,5 x 2,2 x 5,7. Varying in color according to age and gender, chickens are feathered in browns, whites, and creams. Popular for their eggs and meat, chickens can be housed at a home, at a farm or by the thousands. For its health benefits and supply, chicken is consumed across the globe. As omnivores, chickens eat insects, seeds, and even mice and lizards. Throughout a three week long incubation, hens incubate and rotate their eggs, fertilized or not. Living up to a decade, chickens generally stay on land but have been known to fly in short bursts. As a flock, chickens abide by a pecking order. This way, the dominant birds always get first choice. Fun Facts: Internationally, there are more chickens than any other fowl. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31bOl9gORRL.jpg
B0053FXFVS,[CLS] Fisher-Price Octonauts Gup A Deluxe Vehicle Playset [SEP],https://images-na.ssl-images-amazon.com/images/I/41rsJ75BdBL.jpg
B004ID5UGY,"[CLS] Ravensburger has been making toys for the hand, head, and heart for over 130 years. Our jigsaw puzzles for kids and adults will bowl you over with premium quality, in terms of both content and material. Ravensburger's puzzles are made to fit precisely - no matter how large or small the puzzle, each is precision made so that every piece fits perfectly, without frustration. For puzzles of 1,000 pieces and under, every single piece is unique. Jigsaw puzzles help support a child's development as they play, building skills such as concentration and creativity, and are great fun for adults, providing a great experience whether you're puzzling by yourself or with a group. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61w%2BdOhltdL.jpg
B001L6FZI4,"[CLS] The winner of the Dr. Toy Top 10 Games, iParenting Media, National Parenting Center Seal of Approval, and Learning Magazine&rsquo;s Teachers Choice award, Family Talk is the game for you! Family talk is a creative and engaging game that allows for hilarious conversations and discussion to spark with every question in just a matter of seconds! Featuring 100 thought provoking and hilarious questions; Family talk offers wild circumstances to encourage imagination and gives an opportunity to peek into the minds of your family. Whether you are at the table waiting for food at a restaurant, sunbathing at a park, or taking a road trip, Family Talk is just the thing to get everyone involved. Play time 5 minutes +. Recommended for ages 3 years old and above. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41nttaHWKKL.jpg
8499009530,"[CLS] The brand new 3 channel gyro mini metal RC helicopter is on of the world&apos;s newest, smallest and lightest RC helicopter you can get! At approx. 7.5&quot; long, it easily fits in the palm of your hand and is fully functional, equipped with latest Gyroscope technology, which makes this helicopter an instant hot seller in the RC workd. This mini Gyro Metal Helicopter charges directly either from the USB cable or from the controller which uses AA batteries and has a full-function tril control for the perfect flight. The brand new GYRO S107 3.5CH Mini RTF RC Helicopter comes with the greatest advancement in Helicopter Technology, a Gyro. No more crashing, no more replacing parts, the GYRO has changed the Helicopter industry completely, making this RC Helicopter super easy to fly and maneuver. Great for people of all skill levels, this bad boy features a coaxial rotor a single rear rotor for precise movement and a GYRO for increased stability whether flying or hovering. This RC helicopter has a metal body making it strong yet light weight so you don&apos;t have to worry about breaking anything when you land it a bit too rough. It can go forward, backward, up, down, left, right and hover. What really makes the Mini GYRO S107 stand out is the built in gyroscope making it automatically stabilize allowing you to focus on flying instead of trying not to make it crash. This product is ready to run, there is no assembly required. Just put in 6 AA batteries into the transmitter/charger and charge the helicopter and you are good to go. Small enough to fit on the palm of your hand, be the coolest kid on the block by getting the GYRO S107 3.5CH Mini RTF RC Helicopter! [SEP]",https://images-na.ssl-images-amazon.com/images/I/31M3EXhUxsL.jpg
B0024HJQGG,"[CLS] Lounging in the sun with these colorful lizards will warm the blood and heat up the imaginations of young backyard explorers. Bright colors and dramatic markings add excitement to pretend play and counting, sorting and hide-and-hunt games. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51XzouklemL.jpg
B000H6FMCS,"[CLS] The Weedy Seadragon (also known as the Common Seadragon) is a unique, slow-moving marine fish native to southern Australia. Males rather than females carry the eggs to gestation. While some sea dragons have been bred in captivity, their breeding habits are still a mystery. This adorable Weedy Seadragon figurine is part of the Incredible Creatures collection, which features EXTRA-large, true-to-life vinyl replicas of some of the most amazing creatures in the world. Like all Safari Ltd products, the Safari Ltd Incredible Creatures Weedy Seadragon has been individually hand painted, features quality construction from safe, phthalate and lead-free materials, and includes an educational hangtag in 5 languages. Realistic, educational, and fun, you can admire this seadragon on a shelf, use it in the classroom, or simply enjoy playing with it. Measures 3L x 0.7W x 7.5H. For ages 3 and up. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41GPscInbhL.jpg
B001UICGUI,"[CLS] ALEX Toys Little Hands Farm Finger Crayons is all the fun of finger painting, without the mess! Draw and color with crayons you wear on your fingertips. Shaped like farm animals, you can also play with them like finger puppets! The faces create a ball at the end of the crayon, which is easy for young children to hold. The set includes 24 colorful, stackable finger crayons with farm character faces: dog, cat, rooster, pig, sheep and cow. Recommended for children 2 years of age and older. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51G7CgX1LiL.jpg
B000T735AQ,[CLS] The fun never stops with these colorful LEGO DUPLO bricks [SEP],https://images-na.ssl-images-amazon.com/images/I/51ZDuzsiMgL.jpg
B000066HTK,"[CLS] 2 years & up. Take the tractor out to the field and take care of the crops! Plow the dirt to keep the ground healthy for harvesting. Count the crops that need to be gathered before driving back with the tractor! Encourages dramatic play.; From the Manufacturer; Roadmax trucks are designed specifically for younger kids! This colorful tractor and front loader is simple to operate and features a movable loader arm and bucket that locks into place, soft rubber wheels and an enclosed plastic cab that opens so that kids can seat their play figures inside. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41BGK18P48L.jpg
B000CIQ4E6,"[CLS] Conjure up a world of wonder with the Toysmith Magic Wand. The perfect wand for a wise wizard or magical fairy, this magic wand is a visual treat that provides hours of fun, imaginative play. The wand makes magical sounds when the buttons are pressed, and lights up in assorted colors. Makes a perfect costume accessory. Requires three AG-13 batteries (included). Recommended for ages 5 years and up. [SEP]",https://images-na.ssl-images-amazon.com/images/I/4115PtAdoML.jpg
B000056CGQ,"[CLS] Same rules as original UNO game with two special, Potter specific functions. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41wFwT%2BY%2BiL.jpg
B000H6CXRU,"[CLS] This shark's as big as a whale.Whale sharks aren't whales, they're the largest living fishsome may grow to 60 feet long. But like the largest whales, these sharks grow huge by eating tiny food. Swimming through the ocean, mouths open wide, they filter countless small plankton from the water. Whale sharks travel far and wide searching for the dense blooms of plankton that sustain them. Stunning scale model ocean replicas expertly sculpted with the collaboration of the scientists of the Monterey Bay Aquarium in Monterey, California. This unique colletion of ocean creatures are found in the waters off the coast of the Half Moon Bay which is where the aquarium is located. It is approximately 100 miles south of San Francisco. The mission of the aquarium is to foster ocean conservation and protect it and its sea dwellers throughout the world. Safari shares this commitment with them. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31Q1KUH11eL.jpg
B004WQ19IK,[CLS] <ul><li>All your favorite Disney/Pixar Cars 2 characters as squinkies</li></ul><ul><li>100's of squinkies to collect</li></ul><ul><li>Each bubble pack includes 12 different squinkies</li></ul><ul><li>Collect them all</li></ul><ul><li>Squinkies - the hottest toy around</li></ul> [SEP],https://images-na.ssl-images-amazon.com/images/I/51EpFS0xLfL.jpg
B0009Z3JJA,"[CLS] A must for a budding electronics engineer learning how to solder. After practicing your soldering techniques on the special area of the board, you'll be ready to assemble a European style siren with flashing LED's. This kit also includes solder, a soldering iron and wire cutters. Needs a 9 volt battery for testing soldered circuits. This kit requires soldering. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51cdPbW0VzL.jpg
B000NV7L0I,"[CLS] Write exciting messages with this beautifully organized wooden alphabet stamp set. It includes 56 letters (upper and lower case), punctuation marks and a 4-color stamp pad. Keep it neat in the convenient wooden storage tray. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51FvRghpqfL.jpg
